path,before_sha256,after_sha256,status
.gitignore,469ce02db61efdd4652cb09c87fca4d47eef3e2785688d780cefcde2afd9c7a1,469ce02db61efdd4652cb09c87fca4d47eef3e2785688d780cefcde2afd9c7a1,PASS
REPORT.md,24a406987801811fb9e0cc81c8d467972a16f423762667314fedccaace1d568d,24a406987801811fb9e0cc81c8d467972a16f423762667314fedccaace1d568d,PASS
REPRODUCTION_COMMANDS.md,ddd3a944819435a7f9f82196a09c1bde6d6fc579e86695d6a9912ed7c394e485,ddd3a944819435a7f9f82196a09c1bde6d6fc579e86695d6a9912ed7c394e485,PASS
audit.py,fdc09fe4d2c5faf7775b41858a5f146ff7c37ee0b56fa04d7df02f055224d464,fdc09fe4d2c5faf7775b41858a5f146ff7c37ee0b56fa04d7df02f055224d464,PASS
build_report.py,4bf33892a092bda3951d20f4711a2676778a49a362635a6da5132b9c5784322b,4bf33892a092bda3951d20f4711a2676778a49a362635a6da5132b9c5784322b,PASS
contracts/freeze_receipt.json,c41f5954da4605763da40e6a6c8230ba92341217b062d9ac681fa8534e2a26bf,c41f5954da4605763da40e6a6c8230ba92341217b062d9ac681fa8534e2a26bf,PASS
contracts/scaling_regime_attribution_v1.json,9e3465f8c2a6234767353ee33486f4c8357bfc3d7b4081ba1a9830c8acf2dda4,9e3465f8c2a6234767353ee33486f4c8357bfc3d7b4081ba1a9830c8acf2dda4,PASS
evidence/ROLLFORWARD_README.md,dd790bd7938b72f608091da793654e8c18e312dc7376ef99682461e1dce66234,dd790bd7938b72f608091da793654e8c18e312dc7376ef99682461e1dce66234,PASS
evidence/build_rollforward_inputs.py,80581b05a1df343c29c65f2d15dfebccec1402be74916da4bc0f4fa57da67d64,80581b05a1df343c29c65f2d15dfebccec1402be74916da4bc0f4fa57da67d64,PASS
evidence/combined_top5_backtest_curve_selection.csv,2e0323e399991de28640295a9ab5d23af65d271de881985493547de410ecdd59,2e0323e399991de28640295a9ab5d23af65d271de881985493547de410ecdd59,PASS
evidence/export_continuous_top5.py,8a727b5ee4923098b7257bf2d434890248b2baaa01504990ca106eec6b46c54a,8a727b5ee4923098b7257bf2d434890248b2baaa01504990ca106eec6b46c54a,PASS
evidence/final_manifest.json,dce3d5ed9443fba4e31ad836f21c4019b9dd036cd4f9952e5fc05a8b26c189a6,dce3d5ed9443fba4e31ad836f21c4019b9dd036cd4f9952e5fc05a8b26c189a6,PASS
evidence/run_continuous_combinations.py,88d3f780511919d29c50267cbf3d81e64b70b8789a0e22c23b4dfef1d3d1dc07,88d3f780511919d29c50267cbf3d81e64b70b8789a0e22c23b4dfef1d3d1dc07,PASS
evidence/source_inventory.json,2c3b76fbd67f0607176d80d5297d111684d5af7fe9a19fe13e7e2810e307bfc5,2c3b76fbd67f0607176d80d5297d111684d5af7fe9a19fe13e7e2810e307bfc5,PASS
evidence/研究报告.md,2c90abd41586f2e1a1a73b6724a6b51aaeda22b3027b4d0b7fb516a5096d3056,2c90abd41586f2e1a1a73b6724a6b51aaeda22b3027b4d0b7fb516a5096d3056,PASS
finalize.py,b25f3fa8de268a046955f6b5b07de2739d5723505b0fe1efbf81a7bb886ac39b,b25f3fa8de268a046955f6b5b07de2739d5723505b0fe1efbf81a7bb886ac39b,PASS
input_manifest.json,e4375ec459e1c5fc59c3ea0484d5f7964feb4852084b2e951be9278bedcd3884,e4375ec459e1c5fc59c3ea0484d5f7964feb4852084b2e951be9278bedcd3884,PASS
output/completion.json,de646e1270264fa5a2064bd01fe33f821dbf5eb9ea3348471602a5e8e757a6cf,de646e1270264fa5a2064bd01fe33f821dbf5eb9ea3348471602a5e8e757a6cf,PASS
output/final_decision_matrix.csv,f7fcd9959ed03c613d6a8d0a39b6dd35da9f06a83928f003462e62ad117feeab,f7fcd9959ed03c613d6a8d0a39b6dd35da9f06a83928f003462e62ad117feeab,PASS
output/historical_prefix_reconciliation.csv,17085a268022024ceb89caf34ec6e5973c6e689443698fe9abf39e9f26c22bb0,17085a268022024ceb89caf34ec6e5973c6e689443698fe9abf39e9f26c22bb0,PASS
output/input_hash_verification.csv,d1aab43901b84db87c5f16684232133e5cfbf83ca7b5fe4bee56f0b020b035a6,d1aab43901b84db87c5f16684232133e5cfbf83ca7b5fe4bee56f0b020b035a6,PASS
